LPSD pixel # (0-127)	LPSD pitch (mm)	Tube # (1-8)	Tube  pitch	Xoffset	Yoffset	Zoffset	Module #	Pixel ID		IDX	RADIUS	AZIMUTH	POLAR	ZROT	YROT	XROT		XTRN	YTRN	ZTRN		Location		ARCS Module No.			cz	sz	cy	sy	cx	sx	R11	R12	R13	R21	R22	R23	R31	R32	R33	Xoffset	Yoffset	Zoffset	Location	X_pixel	Y_pixel	Z_pixel				Xsci	Ysci	Zsci	Radius	Phi_sci	2Theta_sci	Zrot_sci	Yrot_sci	Xrot_sci
0	7.86	1	27.4	-95.9	499.11	0	56	56320		56	2990.850	60.740	90.000	-29.260	0.000	90.000		1461.848	2609.250	0.000		M18		56			0.872	-0.489	1.000	0.000	0.000	1.000	0.872	0.000	-0.489	-0.489	0.000	-0.872	0.000	1.000	0.000	1378.184075	2656.122962	499.11	M18	2656.122962	449.11	1378.184075				2656.123	449.110	1378.184	3025.901572	9.597	62.905	0.000	-119.260	0.000
0	7.86	1	27.4	-95.9	499.11	0	57	57344		57	2990.850	56.528	90.000	-33.472	0.000	90.000		1649.542	2494.834	0.000		M19		57			0.834	-0.552	1.000	0.000	0.000	1.000	0.834	0.000	-0.552	-0.552	0.000	-0.834	0.000	1.000	0.000	1569.546216	2547.725497	499.11	M19	2547.725497	449.11	1569.546216				2547.725	449.110	1569.546	3025.901572	9.997	58.755	0.000	-123.472	0.000
0	7.86	1	27.4	-95.9	499.11	0	58	58368		58	2990.850	52.316	90.000	-37.684	0.000	90.000		1828.325	2366.942	0.000		M20		58			0.791	-0.611	1.000	0.000	0.000	1.000	0.791	0.000	-0.611	-0.611	0.000	-0.791	0.000	1.000	0.000	1752.430034	2425.565812	499.11	M20	2425.565812	449.11	1752.430034				2425.566	449.110	1752.430	3025.901572	10.490	54.610	0.000	-127.684	0.000
0	7.86	1	27.4	-95.9	499.11	0	59	59392		59	2990.850	48.104	90.000	-41.896	0.000	90.000		1997.232	2226.264	0.000		M21		59			0.744	-0.668	1.000	0.000	0.000	1.000	0.744	0.000	-0.668	-0.668	0.000	-0.744	0.000	1.000	0.000	1925.847633	2290.303785	499.11	M21	2290.303785	449.11	1925.847633				2290.304	449.110	1925.848	3025.901572	11.094	50.472	0.000	-131.896	0.000
0	7.86	1	27.4	-95.9	499.11	0	60	60416		60	2990.850	43.006	90.000	-46.994	0.000	90.000		2187.156	2039.984	0.000		M22		60			0.682	-0.731	1.000	0.000	0.000	1.000	0.682	0.000	-0.731	-0.731	0.000	-0.682	0.000	1.000	0.000	2121.744617	2110.113815	499.11	M22	2110.113815	449.11	2121.744617				2110.114	449.110	2121.745	3025.901572	12.015	45.477	0.000	-136.994	0.000
0	7.86	1	27.4	-95.9	499.11	0	61	61440		61	2990.850	38.794	90.000	-51.206	0.000	90.000		2331.079	1873.834	0.000		M23		61			0.627	-0.779	1.000	0.000	0.000	1.000	0.627	0.000	-0.779	-0.779	0.000	-0.627	0.000	1.000	0.000	2270.995714	1948.578713	499.11	M23	1948.578713	449.11	2270.995714				1948.579	449.110	2270.996	3025.901572	12.979	41.365	0.000	-141.206	0.000
0	7.86	1	27.4	-95.9	499.11	0	62	62464		62	2990.850	34.582	90.000	-55.418	0.000	90.000		2462.411	1697.562	0.000		M24		62			0.568	-0.823	1.000	0.000	0.000	1.000	0.568	0.000	-0.823	-0.823	0.000	-0.568	0.000	1.000	0.000	2407.979421	1776.517841	499.11	M24	1776.517841	449.11	2407.979421				1776.518	449.110	2407.979	3025.901572	14.187	37.270	0.000	-145.418	0.000
0	7.86	1	27.4	-95.9	499.11	0	63	63488		63	2990.850	30.370	90.000	-59.630	0.000	90.000		2580.441	1512.120	0.000		M25		63			0.506	-0.863	1.000	0.000	0.000	1.000	0.506	0.000	-0.863	-0.863	0.000	-0.506	0.000	1.000	0.000	2531.955784	1594.860634	499.11	M25	1594.860634	449.11	2531.955784				1594.861	449.110	2531.956	3025.901572	15.727	33.200	0.000	-149.630	0.000
0	7.86	1	27.4	-95.9	499.11	0	64	64512		64	2990.850	26.158	90.000	-63.842	0.000	90.000		2684.532	1318.510	0.000		M26		64			0.441	-0.898	1.000	0.000	0.000	1.000	0.441	0.000	-0.898	-0.898	0.000	-0.441	0.000	1.000	0.000	2642.255111	1404.588361	499.11	M26	1404.588361	449.11	2642.255111				1404.588	449.110	2642.255	3025.901572	17.731	29.166	0.000	-153.842	0.000
0	7.86	1	27.4	-95.9	499.11	0	65	65536		65	2990.850	21.946	90.000	-68.054	0.000	90.000		2774.123	1117.778	0.000		M27		65			0.374	-0.928	1.000	0.000	0.000	1.000	0.374	0.000	-0.928	-0.928	0.000	-0.374	0.000	1.000	0.000	2738.28159	1206.728828	499.11	M27	1206.728828	449.11	2738.28159				1206.729	449.110	2738.282	3025.901572	20.414	25.184	0.000	-158.054	0.000
0	7.86	1	27.4	-95.9	499.11	0	66	66560		66	2990.850	16.848	90.000	-73.152	0.000	90.000		2862.474	866.849	0.000		M28		66			0.290	-0.957	1.000	0.000	0.000	1.000	0.290	0.000	-0.957	-0.957	0.000	-0.290	0.000	1.000	0.000	2834.678762	958.6328008	499.11	M28	958.6328008	449.11	2834.678762				958.633	449.110	2834.679	3025.901572	25.103	20.478	0.000	-163.152	0.000
0	7.86	1	27.4	-95.9	499.11	0	67	67584		67	2990.850	12.636	90.000	-77.364	0.000	90.000		2918.410	654.268	0.000		M29		67			0.219	-0.976	1.000	0.000	0.000	1.000	0.219	0.000	-0.976	-0.976	0.000	-0.219	0.000	1.000	0.000	2897.431398	747.8447883	499.11	M29	747.8447883	449.11	2897.431398				747.845	449.110	2897.431	3025.901572	30.986	16.756	0.000	-167.364	0.000
0	7.86	1	27.4	-95.9	499.11	0	68	68608		68	2990.850	8.424	90.000	-81.576	0.000	90.000		2958.582	438.152	0.000		M30		68			0.146	-0.989	1.000	0.000	0.000	1.000	0.146	0.000	-0.989	-0.989	0.000	-0.146	0.000	1.000	0.000	2944.532783	533.0170924	499.11	M30	533.0170924	449.11	2944.532783				533.017	449.110	2944.533	3025.901572	40.117	13.317	0.000	-171.576	0.000
0	7.86	1	27.4	-95.9	499.11	0	69	69632		69	2990.850	4.212	90.000	-85.788	0.000	90.000		2982.772	219.669	0.000		M31		69			0.073	-0.997	1.000	0.000	0.000	1.000	0.073	0.000	-0.997	-0.997	0.000	-0.073	0.000	1.000	0.000	2975.728488	315.3101623	499.11	M31	315.3101623	449.11	2975.728488				315.310	449.110	2975.728	3025.901572	54.928	10.448	0.000	-175.788	0.000
0	7.86	1	27.4	-95.9	499.11	0	71	71680		70	3010.648	0.000	83.426	-90.000	0.000	90.000		2990.849	0.000	344.704		M32A	SHORT DETECTOR	71			0.000	-1.000	1.000	0.000	0.000	1.000	0.000	0.000	-1.000	-1.000	0.000	0.000	0.000	1.000	0.000	2990.84944	95.9	843.8142321	M32A							0.000	0.000	0.000	0	#DIV/0!	#DIV/0!	0.000	-180.000	0.000
0	7.86	1	27.4	-95.9	499.11	0	70	70656		71	3005.333	0.000	95.627	-90.000	0.000	90.000		2990.851	0.000	-294.679		M32B	SHORT DETECTOR	70			0.000	-1.000	1.000	0.000	0.000	1.000	0.000	0.000	-1.000	-1.000	0.000	0.000	0.000	1.000	0.000	2990.851216	95.9	204.431453	M32B							0.000	0.000	0.000	0	#DIV/0!	#DIV/0!	0.000	-180.000	0.000
0	7.86	1	27.4	-95.9	499.11	0	72	72704		72	2990.850	-4.212	90.000	-94.212	0.000	90.000		2982.772	-219.669	0.000		M33		72			-0.073	-0.997	1.000	0.000	0.000	1.000	-0.073	0.000	-0.997	-0.997	0.000	0.073	0.000	1.000	0.000	2989.815636	-124.0281918	499.11	M33	-124.0281918	449.11	2989.815636				-124.028	449.110	2989.816	3025.901572	105.438	8.858	0.000	-184.212	0.000
0	7.86	1	27.4	-95.9	499.11	0	73	73728		73	2990.850	-8.424	90.000	-98.424	0.000	90.000		2958.582	-438.152	0.000		M34		73			-0.146	-0.989	1.000	0.000	0.000	1.000	-0.146	0.000	-0.989	-0.989	0.000	0.146	0.000	1.000	0.000	2972.630985	-343.2864121	499.11	M34	-343.2864121	449.11	2972.630985				-343.286	449.110	2972.631	3025.901572	127.393	10.767	0.000	-188.424	0.000
0	7.86	1	27.4	-95.9	499.11	0	74	74752		74	2990.850	-13.522	90.000	-103.522	0.000	90.000		2907.944	-699.317	0.000		M35		74			-0.234	-0.972	1.000	0.000	0.000	1.000	-0.234	0.000	-0.972	-0.972	0.000	0.234	0.000	1.000	0.000	2930.367487	-606.0750161	499.11	M35	-606.0750161	449.11	2930.367487				-606.075	449.110	2930.367	3025.901572	143.461	14.436	0.000	-193.522	0.000
0	7.86	1	27.4	-95.9	499.11	0	75	75776		75	2990.850	-17.734	90.000	-107.734	0.000	90.000		2848.727	-911.008	0.000		M36		75			-0.305	-0.952	1.000	0.000	0.000	1.000	-0.305	0.000	-0.952	-0.952	0.000	0.305	0.000	1.000	0.000	2877.938469	-819.6649915	499.11	M36	-819.6649915	449.11	2877.938469				-819.665	449.110	2877.938	3025.901572	151.281	17.992	0.000	-197.734	0.000
0	7.86	1	27.4	-95.9	499.11	0	76	76800		76	2990.850	-21.946	90.000	-111.946	0.000	90.000		2774.123	-1117.778	0.000		M37		76			-0.374	-0.928	1.000	0.000	0.000	1.000	-0.374	0.000	-0.928	-0.928	0.000	0.374	0.000	1.000	0.000	2809.963499	-1028.827327	499.11	M37	-1028.827327	449.11	2809.963499				-1028.827	449.110	2809.963	3025.901572	156.417	21.777	0.000	-201.946	0.000
0	7.86	1	27.4	-95.9	499.11	0	77	77824		77	2990.850	-26.158	90.000	-116.158	0.000	90.000		2684.532	-1318.510	0.000		M38		77			-0.441	-0.898	1.000	0.000	0.000	1.000	-0.441	0.000	-0.898	-0.898	0.000	0.441	0.000	1.000	0.000	2726.809759	-1232.432178	499.11	M38	-1232.432178	449.11	2726.809759				-1232.432	449.110	2726.810	3025.901572	159.978	25.690	0.000	-206.158	0.000
0	7.86	1	27.4	-95.9	499.11	0	1	0		78	3302.533	133.176	108.555	43.176	0.000	90.000		-2142.267	2283.198	-1050.915		B1		1			0.729	0.684	1.000	0.000	0.000	1.000	0.729	0.000	0.684	0.684	0.000	-0.729	0.000	1.000	0.000	-2212.202459	2217.579532	-551.8049951	B1	2217.579532	-601.8049951	-2212.202459				2217.580	-601.805	-2212.202	3189.618778	-15.183	133.913	0.000	-46.824	0.000
0	7.86	1	27.4	-95.9	499.11	0	2	1024		79	3302.533	129.152	108.555	39.152	0.000	90.000		-1976.764	2427.902	-1050.915		B2		2			0.775	0.631	1.000	0.000	0.000	1.000	0.775	0.000	0.631	0.631	0.000	-0.775	0.000	1.000	0.000	-2051.131662	2367.352446	-551.8049951	B2	2367.352446	-601.8049951	-2051.131662				2367.352	-601.805	-2051.132	3189.618778	-14.263	130.021	0.000	-50.848	0.000
0	7.86	1	27.4	-95.9	499.11	0	3	2048		80	3302.533	125.128	108.555	35.128	0.000	90.000		-1801.514	2560.634	-1050.915		B3		3			0.818	0.575	1.000	0.000	0.000	1.000	0.818	0.000	0.575	0.575	0.000	-0.818	0.000	1.000	0.000	-1879.947733	2505.453097	-551.8049951	B3	2505.453097	-601.8049951	-1879.947733				2505.453	-601.805	-1879.948	3189.618778	-13.506	126.114	0.000	-54.872	0.000
0	7.86	1	27.4	-95.9	499.11	0	4	3072		81	3302.533	121.104	108.555	31.104	0.000	90.000		-1617.382	2680.742	-1050.915		B4		4			0.856	0.517	1.000	0.000	0.000	1.000	0.856	0.000	0.517	0.517	0.000	-0.856	0.000	1.000	0.000	-1699.494696	2631.200577	-551.8049951	B4	2631.200577	-601.8049951	-1699.494696				2631.201	-601.805	-1699.495	3189.618778	-12.883	122.196	0.000	-58.896	0.000
0	7.86	1	27.4	-95.9	499.11	0	5	4096		82	3302.533	117.080	108.555	27.080	0.000	90.000		-1425.276	2787.632	-1050.915		B5		5			0.890	0.455	1.000	0.000	0.000	1.000	0.890	0.000	0.455	0.455	0.000	-0.890	0.000	1.000	0.000	-1510.662277	2743.974888	-551.8049951	B5	2743.974888	-601.8049951	-1510.662277				2743.975	-601.805	-1510.662	3189.618778	-12.370	118.269	0.000	-62.920	0.000
0	7.86	1	27.4	-95.9	499.11	0	6	5120		83	3302.533	113.056	108.555	23.056	0.000	90.000		-1226.142	2880.777	-1050.915		B6		6			0.920	0.392	1.000	0.000	0.000	1.000	0.920	0.000	0.392	0.392	0.000	-0.920	0.000	1.000	0.000	-1314.381518	2843.219992	-551.8049951	B6	2843.219992	-601.8049951	-1314.381518				2843.220	-601.805	-1314.382	3189.618778	-11.951	114.336	0.000	-66.944	0.000
0	7.86	1	27.4	-95.9	499.11	0	7	6144		84	3302.533	109.032	108.555	19.032	0.000	90.000		-1020.962	2959.719	-1050.915		B7		7			0.945	0.326	1.000	0.000	0.000	1.000	0.945	0.000	0.326	0.326	0.000	-0.945	0.000	1.000	0.000	-1111.620182	2928.446563	-551.8049951	B7	2928.446563	-601.8049951	-1111.620182				2928.447	-601.805	-1111.620	3189.618778	-11.613	110.396	0.000	-70.968	0.000
0	7.86	1	27.4	-95.9	499.11	0	8	7168		85	3302.533	103.558	108.555	13.558	0.000	90.000		-733.967	3043.615	-1050.915		B8		8			0.972	0.234	1.000	0.000	0.000	1.000	0.972	0.000	0.234	0.234	0.000	-0.972	0.000	1.000	0.000	-827.1943711	3021.13359	-551.8049951	B8	3021.13359	-601.8049951	-827.1943711				3021.134	-601.805	-827.194	3189.618778	-11.266	105.031	0.000	-76.442	0.000
0	7.86	1	27.4	-95.9	499.11	0	9	8192		86	3302.533	99.534	108.555	9.534	0.000	90.000		-518.574	3087.618	-1050.915		B9		9			0.986	0.166	1.000	0.000	0.000	1.000	0.986	0.000	0.166	0.166	0.000	-0.986	0.000	1.000	0.000	-613.1491103	3071.733528	-551.8049951	B9	3071.733528	-601.8049951	-613.1491103				3071.734	-601.805	-613.149	3189.618778	-11.085	101.083	0.000	-80.466	0.000
0	7.86	1	27.4	-95.9	499.11	0	10	9216		87	3302.533	95.510	108.555	5.510	0.000	90.000		-300.624	3116.397	-1050.915		B10		10			0.995	0.096	1.000	0.000	0.000	1.000	0.995	0.000	0.096	0.096	0.000	-0.995	0.000	1.000	0.000	-396.0807095	3107.188242	-551.8049951	B10	3107.188242	-601.8049951	-396.0807095				3107.188	-601.805	-396.081	3189.618778	-10.961	97.133	0.000	-84.490	0.000
0	7.86	1	27.4	-95.9	499.11	0	11	10240		88	3302.533	91.486	108.555	1.486	0.000	90.000		-81.192	3129.810	-1050.915		B11		11			1.000	0.026	1.000	0.000	0.000	1.000	1.000	0.000	0.026	0.026	0.000	-1.000	0.000	1.000	0.000	-177.0594274	3127.322922	-551.8049951	B11	3127.322922	-601.8049951	-177.0594274				3127.323	-601.805	-177.059	3189.618778	-10.893	93.182	0.000	-88.514	0.000
0	7.86	1	27.4	-95.9	499.11	0	12	11264		89	3302.533	87.462	108.555	-2.538	0.000	90.000		138.641	3127.792	-1050.915		B12		12			0.999	-0.044	1.000	0.000	0.000	1.000	0.999	0.000	-0.044	-0.044	0.000	-0.999	0.000	1.000	0.000	42.83484866	3132.038294	-551.8049951	B12	3132.038294	-601.8049951	42.83484866				3132.038	-601.805	42.835	3189.618778	-10.877	89.231	0.000	-92.538	0.000
0	7.86	1	27.4	-95.9	499.11	0	13	12288		90	3302.533	83.438	108.555	-6.562	0.000	90.000		357.790	3110.352	-1050.915		B13		13			0.993	-0.114	1.000	0.000	0.000	1.000	0.993	0.000	-0.114	-0.114	0.000	-0.993	0.000	1.000	0.000	262.5179269	3121.311109	-551.8049951	B13	3121.311109	-601.8049951	262.5179269				3121.311	-601.805	262.518	3189.618778	-10.913	85.279	0.000	-96.562	0.000
0	7.86	1	27.4	-95.9	499.11	0	14	13312		91	3302.533	79.414	108.555	-10.586	0.000	90.000		575.174	3077.576	-1050.915		B14		14			0.983	-0.184	1.000	0.000	0.000	1.000	0.983	0.000	-0.184	-0.184	0.000	-0.983	0.000	1.000	0.000	480.9066569	3095.194257	-551.8049951	B14	3095.194257	-601.8049951	480.9066569				3095.194	-601.805	480.907	3189.618778	-11.003	81.328	0.000	-100.586	0.000
0	7.86	1	27.4	-95.9	499.11	0	15	14336		92	3302.533	72.436	108.555	-17.564	0.000	90.000		944.803	2984.903	-1050.915		B15		15			0.953	-0.302	1.000	0.000	0.000	1.000	0.953	0.000	-0.302	-0.302	0.000	-0.953	0.000	1.000	0.000	853.3741736	3013.843264	-551.8049951	B15	3013.843264	-601.8049951	853.3741736				3013.843	-601.805	853.374	3189.618778	-11.292	74.482	0.000	-107.564	0.000
0	7.86	1	27.4	-95.9	499.11	0	16	15360		93	3302.533	68.412	108.555	-21.588	0.000	90.000		1151.938	2911.244	-1050.915		B16		16			0.930	-0.368	1.000	0.000	0.000	1.000	0.930	0.000	-0.368	-0.368	0.000	-0.930	0.000	1.000	0.000	1062.764808	2946.528409	-551.8049951	B16	2946.528409	-601.8049951	1062.764808				2946.528	-601.805	1062.765	3189.618778	-11.543	70.537	0.000	-111.588	0.000
0	7.86	1	27.4	-95.9	499.11	0	17	16384		94	3302.533	64.388	108.555	-25.612	0.000	90.000		1353.393	2823.231	-1050.915		B17		17			0.902	-0.432	1.000	0.000	0.000	1.000	0.902	0.000	-0.432	-0.432	0.000	-0.902	0.000	1.000	0.000	1266.915465	2864.685655	-551.8049951	B17	2864.685655	-601.8049951	1266.915465				2864.686	-601.805	1266.915	3189.618778	-11.864	66.597	0.000	-115.612	0.000
0	7.86	1	27.4	-95.9	499.11	0	18	17408		95	3302.533	60.364	108.555	-29.636	0.000	90.000		1548.174	2721.297	-1050.915		B18		18			0.869	-0.494	1.000	0.000	0.000	1.000	0.869	0.000	-0.494	-0.494	0.000	-0.869	0.000	1.000	0.000	1464.819579	2768.71853	-551.8049951	B18	2768.71853	-601.8049951	1464.819579				2768.719	-601.805	1464.820	3189.618778	-12.263	62.662	0.000	-119.636	0.000
0	7.86	1	27.4	-95.9	499.11	0	19	18432		96	3302.533	56.340	108.555	-33.660	0.000	90.000		1735.323	2605.946	-1050.915		B19		19			0.832	-0.554	1.000	0.000	0.000	1.000	0.832	0.000	-0.554	-0.554	0.000	-0.832	0.000	1.000	0.000	1655.50138	2659.100201	-551.8049951	B19	2659.100201	-601.8049951	1655.50138				2659.100	-601.805	1655.501	3189.618778	-12.752	58.733	0.000	-123.660	0.000
0	7.86	1	27.4	-95.9	499.11	0	20	19456		97	3302.533	52.316	108.555	-37.684	0.000	90.000		1913.915	2477.747	-1050.915		B20		20			0.791	-0.611	1.000	0.000	0.000	1.000	0.791	0.000	-0.611	-0.611	0.000	-0.791	0.000	1.000	0.000	1838.020709	2536.371142	-551.8049951	B20	2536.371142	-601.8049951	1838.020709				2536.371	-601.805	1838.021	3189.618778	-13.348	54.813	0.000	-127.684	0.000
0	7.86	1	27.4	-95.9	499.11	0	21	20480		98	3302.533	48.292	108.555	-41.708	0.000	90.000		2083.071	2337.331	-1050.915		B21		21			0.747	-0.665	1.000	0.000	0.000	1.000	0.747	0.000	-0.665	-0.665	0.000	-0.747	0.000	1.000	0.000	2011.477652	2401.136471	-551.8049951	B21	2401.136471	-601.8049951	2011.477652				2401.136	-601.805	2011.478	3189.618778	-14.070	50.903	0.000	-131.708	0.000
0	7.86	1	27.4	-95.9	499.11	0	22	21504		99	3302.533	42.818	108.555	-47.182	0.000	90.000		2296.539	2127.959	-1050.915		B22		22			0.680	-0.734	1.000	0.000	0.000	1.000	0.680	0.000	-0.734	-0.734	0.000	-0.680	0.000	1.000	0.000	2231.358612	2198.303311	-551.8049951	B22	2198.303311	-601.8049951	2231.358612				2198.303	-601.805	2231.359	3189.618778	-15.310	45.608	0.000	-137.182	0.000
0	7.86	1	27.4	-95.9	499.11	0	23	22528		100	3302.533	38.794	108.555	-51.206	0.000	90.000		2440.206	1961.555	-1050.915		B23		23			0.627	-0.779	1.000	0.000	0.000	1.000	0.627	0.000	-0.779	-0.779	0.000	-0.627	0.000	1.000	0.000	2380.122193	2036.299841	-551.8049951	B23	2036.299841	-601.8049951	2380.122193				2036.300	-601.805	2380.122	3189.618778	-16.464	41.737	0.000	-141.206	0.000
0	7.86	1	27.4	-95.9	499.11	0	24	23552		101	3302.533	34.770	108.555	-55.230	0.000	90.000		2571.841	1785.480	-1050.915		B24		24			0.570	-0.821	1.000	0.000	0.000	1.000	0.570	0.000	-0.821	-0.821	0.000	-0.570	0.000	1.000	0.000	2517.150551	1864.256368	-551.8049951	B24	1864.256368	-601.8049951	2517.150551				1864.256	-601.805	2517.151	3189.618778	-17.891	37.892	0.000	-145.230	0.000
0	7.86	1	27.4	-95.9	499.11	0	25	24576		102	3302.533	30.746	108.555	-59.254	0.000	90.000		2690.795	1600.601	-1050.915		B25		25			0.511	-0.859	1.000	0.000	0.000	1.000	0.511	0.000	-0.859	-0.859	0.000	-0.511	0.000	1.000	0.000	2641.768063	1683.021153	-551.8049951	B25	1683.021153	-601.8049951	2641.768063				1683.021	-601.805	2641.768	3189.618778	-19.676	34.082	0.000	-149.254	0.000
0	7.86	1	27.4	-95.9	499.11	0	26	25600		103	3302.533	26.722	108.555	-63.278	0.000	90.000		2796.483	1407.830	-1050.915		B26		26			0.450	-0.893	1.000	0.000	0.000	1.000	0.450	0.000	-0.893	-0.893	0.000	-0.450	0.000	1.000	0.000	2753.360302	1493.48778	-551.8049951	B26	1493.48778	-601.8049951	2753.360302				1493.488	-601.805	2753.360	3189.618778	-21.947	30.319	0.000	-153.278	0.000
0	7.86	1	27.4	-95.9	499.11	0	27	26624		104	3302.533	22.698	108.555	-67.302	0.000	90.000		2888.382	1208.118	-1050.915		B27		27			0.386	-0.923	1.000	0.000	0.000	1.000	0.386	0.000	-0.923	-0.923	0.000	-0.386	0.000	1.000	0.000	2851.37706	1296.590745	-551.8049951	B27	1296.590745	-601.8049951	2851.37706				1296.591	-601.805	2851.377	3189.618778	-24.898	26.625	0.000	-157.302	0.000
0	7.86	1	27.4	-95.9	499.11	0	28	27648		105	3302.533	16.096	108.555	-73.904	0.000	90.000		3008.128	868.024	-1050.915		B28		28			0.277	-0.961	1.000	0.000	0.000	1.000	0.277	0.000	-0.961	-0.961	0.000	-0.277	0.000	1.000	0.000	2981.540279	960.1647051	-551.8049951	B28	960.1647051	-601.8049951	2981.540279				960.165	-601.805	2981.540	3189.618778	-32.078	20.810	0.000	-163.904	0.000
0	7.86	1	27.4	-95.9	499.11	0	29	28672		106	3302.533	12.072	108.555	-77.928	0.000	90.000		3061.626	654.791	-1050.915		B29		29			0.209	-0.978	1.000	0.000	0.000	1.000	0.209	0.000	-0.978	-0.978	0.000	-0.209	0.000	1.000	0.000	3041.568928	748.5700722	-551.8049951	B29	748.5700722	-601.8049951	3041.568928				748.570	-601.805	3041.569	3189.618778	-38.797	17.525	0.000	-167.928	0.000
0	7.86	1	27.4	-95.9	499.11	0	30	29696		107	3302.533	8.048	108.555	-81.952	0.000	90.000		3100.027	438.329	-1050.915		B30		30			0.140	-0.990	1.000	0.000	0.000	1.000	0.140	0.000	-0.990	-0.990	0.000	-0.140	0.000	1.000	0.000	3086.60108	533.2846044	-551.8049951	B30	533.2846044	-601.8049951	3086.60108				533.285	-601.805	3086.601	3189.618778	-48.455	14.602	0.000	-171.952	0.000
0	7.86	1	27.4	-95.9	499.11	0	31	30720		108	3302.533	4.024	108.555	-85.976	0.000	90.000		3123.144	219.706	-1050.915		B31		31			0.070	-0.998	1.000	0.000	0.000	1.000	0.070	0.000	-0.998	-0.998	0.000	-0.070	0.000	1.000	0.000	3116.414704	315.3697697	-551.8049951	B31	315.3697697	-601.8049951	3116.414704				315.370	-601.805	3116.415	3189.618778	-62.344	12.299	0.000	-175.976	0.000
0	7.86	1	27.4	-95.9	499.11	0	32	31744		109	3302.533	0.000	108.555	-90.000	0.000	90.000		3130.863	0.000	-1050.915		B32		32			0.000	-1.000	1.000	0.000	0.000	1.000	0.000	0.000	-1.000	-1.000	0.000	0.000	0.000	1.000	0.000	3130.862803	95.9	-551.8049951	B32	95.9	-601.8049951	3130.862803				95.900	-601.805	3130.863	3189.618778	-80.946	11.014	0.000	-180.000	0.000
0	7.86	1	27.4	-95.9	499.11	0	33	32768		110	3302.533	-4.024	108.555	-94.024	0.000	90.000		3123.144	-219.706	-1050.915		B33		33			-0.070	-0.998	1.000	0.000	0.000	1.000	-0.070	0.000	-0.998	-0.998	0.000	0.070	0.000	1.000	0.000	3129.87414	-124.0426059	-551.8049951	B33	-124.0426059	-601.8049951	3129.87414				-124.043	-601.805	3129.874	3189.618778	-101.647	11.107	0.000	-184.024	0.000
0	7.86	1	27.4	-95.9	499.11	0	34	33792		111	3302.533	-8.048	108.555	-98.048	0.000	90.000		3100.027	-438.329	-1050.915		B34		34			-0.140	-0.990	1.000	0.000	0.000	1.000	-0.140	0.000	-0.990	-0.990	0.000	0.140	0.000	1.000	0.000	3113.45359	-343.3736181	-551.8049951	B34	-343.3736181	-601.8049951	3113.45359				-343.374	-601.805	3113.454	3189.618778	-119.708	12.546	0.000	-188.048	0.000
0	7.86	1	27.4	-95.9	499.11	0	35	34816		112	3302.533	-13.888	108.555	-103.888	0.000	90.000		3039.338	-751.485	-1050.915		B35		35			-0.240	-0.971	1.000	0.000	0.000	1.000	-0.240	0.000	-0.971	-0.971	0.000	0.240	0.000	1.000	0.000	3062.355953	-658.3879679	-551.8049951	B35	-658.3879679	-601.8049951	3062.355953				-658.388	-601.805	3062.356	3189.618778	-137.571	16.240	0.000	-193.888	0.000
0	7.86	1	27.4	-95.9	499.11	0	36	35840		113	3302.533	-17.912	108.555	-107.912	0.000	90.000		2979.110	-962.915	-1050.915		B36		36			-0.308	-0.952	1.000	0.000	0.000	1.000	-0.308	0.000	-0.952	-0.952	0.000	0.308	0.000	1.000	0.000	3008.604527	-871.6636383	-551.8049951	B36	-871.6636383	-601.8049951	3008.604527				-871.664	-601.805	3008.605	3189.618778	-145.378	19.395	0.000	-197.912	0.000
0	7.86	1	27.4	-95.9	499.11	0	37	36864		114	3302.533	-21.936	108.555	-111.936	0.000	90.000		2904.194	-1169.599	-1050.915		B37		37			-0.374	-0.928	1.000	0.000	0.000	1.000	-0.374	0.000	-0.928	-0.928	0.000	0.374	0.000	1.000	0.000	2940.019136	-1080.641559	-551.8049951	B37	-1080.641559	-601.8049951	2940.019136				-1080.642	-601.805	2940.019	3189.618778	-150.887	22.817	0.000	-201.936	0.000
0	7.86	1	27.4	-95.9	499.11	0	38	37888		115	3302.533	-25.960	108.555	-115.960	0.000	90.000		2814.958	-1370.515	-1050.915		B38		38			-0.438	-0.899	1.000	0.000	0.000	1.000	-0.438	0.000	-0.899	-0.899	0.000	0.438	0.000	1.000	0.000	2856.93794	-1284.291362	-551.8049951	B38	-1284.291362	-601.8049951	2856.93794				-1284.291	-601.805	2856.938	3189.618778	-154.893	26.402	0.000	-205.960	0.000

